Time [s];Amplitude;Amplitude;
0,000000; 0,008321; 0,008321
0,000023; 0,052287; 0,052287
0,000045; 0,095215; 0,095215
0,000068; 0,136190; 0,136190
0,000091; 0,174398; 0,174398
0,000113; 0,209066; 0,209086
0,000136; 0,239502; 0,239502
0,000159; 0,265096; 0,265096
0,000181; 0,285360; 0,285360
0,000204; 0,299988; 0,299988
0,000227; 0,308655; 0,308655
0,000249; 0,311076; 0,311096
0,000272; 0,306966; 0,306966
0,000295; 0,296387; 0,296387
0,000317; 0,279744; 0,279744
0,000340; 0,257467; 0,257487
0,000363; 0,230103; 0,230123
0,000385; 0,198120; 0,198120
0,000408; 0,162150; 0,162191
0,000431; 0,122945; 0,122945
0,000454; 0,081238; 0,081258
0,000476; 0,037882; 0,037903
0,000499; -0,006287; -0,006287
0,000522; -0,050293; -0,050293
0,000544; -0,093302; -0,093282
0,000567; -0,134399; -0,134399
0,000590; -0,172770; -0,172770
0,000612; -0,207642; -0,207662
0,000635; -0,238322; -0,238322
0,000658; -0,264181; -0,264160
0,000680; -0,284648; -0,284648
0,000703; -0,299377; -0,299357
0,000726; -0,308044; -0,308044
0,000748; -0,310465; -0,310465
0,000771; -0,306580; -0,306580
0,000794; -0,296468; -0,296488
0,000816; -0,280396; -0,280375
0,000839; -0,258586; -0,258606
0,000862; -0,231588; -0,231567
0,000884; -0,199890; -0,199849
0,000907; -0,164144; -0,164124
0,000930; -0,125041; -0,125061
0,000952; -0,083455; -0,083435
0,000975; -0,040161; -0,040181
0,000998; 0,003927; 0,003906
0,001020; 0,047933; 0,047933
0,001043; 0,090983; 0,090983
0,001066; 0,132182; 0,132182
0,001088; 0,170695; 0,170695
0,001111; 0,205750; 0,205729
0,001134; 0,236633; 0,236613
0,001156; 0,262716; 0,262716
0,001179; 0,283529; 0,283529
0,001202; 0,298686; 0,298726
0,001224; 0,307983; 0,307963
0,001247; 0,311076; 0,311056
0,001270; 0,307597; 0,307597
0,001293; 0,297648; 0,297648
0,001315; 0,281596; 0,281616
0,001338; 0,259908; 0,259888
0,001361; 0,232992; 0,232992
0,001383; 0,201457; 0,201457
0,001406; 0,165894; 0,165894
0,001429; 0,126973; 0,126994
0,001451; 0,085490; 0,085490
0,001474; 0,042277; 0,042277
0,001497; -0,001851; -0,001851
0,001519; -0,045939; -0,045919
0,001542; -0,089050; -0,089050
0,001565; -0,130371; -0,130391
0,001587; -0,169047; -0,169047
0,001610; -0,204285; -0,204346
0,001633; -0,235453; -0,235453
0,001655; -0,261841; -0,261820
0,001678; -0,282878; -0,282898
0,001701; -0,298197; -0,298218
0,001723; -0,307495; -0,307495
0,001746; -0,310567; -0,310547
0,001769; -0,307312; -0,307312
0,001791; -0,297811; -0,297831
0,001814; -0,282308; -0,282308
0,001837; -0,261088; -0,261088
0,001859; -0,234578; -0,234578
0,001882; -0,203288; -0,203288
0,001905; -0,167928; -0,167908
0,001927; -0,129110; -0,129130
0,001950; -0,087748; -0,087728
0,001973; -0,044556; -0,044556
0,001995; -0,000509; -0,000488
0,002018; 0,043559; 0,043559
0,002041; 0,086772; 0,086792
0,002063; 0,128194; 0,128194
0,002086; 0,167033; 0,167053
0,002109; 0,202474; 0,202474
0,002132; 0,233805; 0,233805
0,002154; 0,260396; 0,260396
0,002177; 0,281779; 0,281779
0,002200; 0,297567; 0,297546
0,002222; 0,307414; 0,307393
0,002245; 0,311117; 0,311137
0,002268; 0,308329; 0,308309
0,002290; 0,299011; 0,299011
0,002313; 0,283549; 0,283549
0,002336; 0,262370; 0,262370
0,002358; 0,235982; 0,235962
0,002381; 0,204834; 0,204834
0,002404; 0,169657; 0,169637
0,002426; 0,131022; 0,131022
0,002449; 0,089762; 0,089762
0,002472; 0,046651; 0,046672
0,002494; 0,002584; 0,002563
0,002517; -0,041565; -0,041545
0,002540; -0,084819; -0,084819
0,002562; -0,126363; -0,126363
0,002585; -0,165344; -0,165344
0,002608; -0,200989; -0,200989
0,002630; -0,232544; -0,232544
0,002653; -0,259420; -0,259420
0,002676; -0,281026; -0,281006
0,002698; -0,296936; -0,296936
0,002721; -0,306803; -0,306803
0,002744; -0,310465; -0,310486
0,002766; -0,307861; -0,307882
0,002789; -0,298971; -0,299011
0,002812; -0,284078; -0,284078
0,002834; -0,263387; -0,263407
0,002857; -0,237386; -0,237386
0,002880; -0,206563; -0,206563
0,002902; -0,171570; -0,171590
0,002925; -0,133077; -0,133097
0,002948; -0,091939; -0,091939
0,002971; -0,048910; -0,048910
0,002993; -0,004924; -0,004903
0,003016; 0,039164; 0,039164
0,003039; 0,082499; 0,082520
0,003061; 0,124146; 0,124146
0,003084; 0,163249; 0,163249
0,003107; 0,199036; 0,199036
0,003129; 0,230794; 0,230815
0,003152; 0,257894; 0,257894
0,003175; 0,279806; 0,279806
0,003197; 0,296143; 0,296143
0,003220; 0,306600; 0,306620
0,003243; 0,310954; 0,310933
0,003265; 0,308797; 0,308818
0,003288; 0,300130; 0,300151
0,003311; 0,285258; 0,285238
0,003333; 0,264648; 0,264648
0,003356; 0,238749; 0,238770
0,003379; 0,208110; 0,208110
0,003401; 0,173299; 0,173299
0,003424; 0,134969; 0,134989
0,003447; 0,093953; 0,093953
0,003469; 0,051025; 0,051005
0,003492; 0,006999; 0,006999
0,003515; -0,037150; -0,037150
0,003537; -0,080546; -0,080546
0,003560; -0,122294; -0,122294
0,003583; -0,161560; -0,161580
0,003605; -0,197591; -0,197571
0,003628; -0,229594; -0,229594
0,003651; -0,256958; -0,256958
0,003673; -0,279114; -0,279114
0,003696; -0,295634; -0,295614
0,003719; -0,306152; -0,306132
0,003741; -0,310445; -0,310465
0,003764; -0,308472; -0,308472
0,003787; -0,300232; -0,300212
0,003810; -0,285909; -0,285889
0,003832; -0,265767; -0,265767
0,003855; -0,240275; -0,240255
0,003878; -0,209900; -0,209900
0,003900; -0,175293; -0,175313
0,003923; -0,137126; -0,137105
0,003946; -0,096171; -0,096151
0,003968; -0,053284; -0,053263
0,003991; -0,009338; -0,009338
0,004014; 0,034770; 0,034810
0,004036; 0,078227; 0,078227
0,004059; 0,120076; 0,120076
0,004082; 0,159505; 0,159485
0,004104; 0,195679; 0,195679
0,004127; 0,227885; 0,227905
0,004150; 0,255473; 0,255493
0,004172; 0,277913; 0,277934
0,004195; 0,294840; 0,294840
0,004218; 0,305888; 0,305908
0,004240; 0,310893; 0,310893
0,004263; 0,309408; 0,309408
0,004286; 0,301351; 0,301371
0,004308; 0,287089; 0,287089
0,004331; 0,267029; 0,267029
0,004354; 0,241618; 0,241618
0,004376; 0,211405; 0,211405
0,004399; 0,176982; 0,176982
0,004422; 0,138997; 0,138997
0,004444; 0,098165; 0,098185
0,004467; 0,055379; 0,055379
0,004490; 0,011414; 0,011414
0,004512; -0,032776; -0,032776
0,004535; -0,076294; -0,076294
0,004558; -0,118245; -0,118245
0,004580; -0,157817; -0,157796
0,004603; -0,194153; -0,194153
0,004626; -0,226583; -0,226603
0,004649; -0,254435; -0,254435
0,004671; -0,277140; -0,277140
0,004694; -0,294189; -0,294210
0,004717; -0,305318; -0,305298
0,004739; -0,310262; -0,310242
0,004762; -0,308879; -0,308899
0,004785; -0,301249; -0,301249
0,004807; -0,287537; -0,287537
0,004830; -0,267965; -0,267965
0,004853; -0,242981; -0,242981
0,004875; -0,213094; -0,213074
0,004898; -0,178853; -0,178874
0,004921; -0,141032; -0,141032
0,004943; -0,100321; -0,100342
0,004966; -0,057638; -0,057617
0,004989; -0,013774; -0,013753
0,005011; 0,030375; 0,030396
0,005034; 0,073934; 0,073914
0,005057; 0,115967; 0,115987
0,005079; 0,155640; 0,155640
0,005102; 0,192179; 0,192179
0,005125; 0,224792; 0,224792
0,005147; 0,252889; 0,252889
0,005170; 0,275859; 0,275859
0,005193; 0,293315; 0,293315
0,005215; 0,304993; 0,304993
0,005238; 0,310608; 0,310588
0,005261; 0,309774; 0,309774
0,005283; 0,302348; 0,302368
0,005306; 0,288696; 0,288696
0,005329; 0,269206; 0,269206
0,005351; 0,244344; 0,244344
0,005374; 0,214600; 0,214600
0,005397; 0,180562; 0,180542
0,005420; 0,142883; 0,142904
0,005442; 0,102336; 0,102336
0,005465; 0,059713; 0,059713
0,005488; 0,015869; 0,015869
0,005510; -0,028341; -0,028341
0,005533; -0,071940; -0,071940
0,005556; -0,114095; -0,114095
0,005578; -0,153931; -0,153931
0,005601; -0,190674; -0,190674
0,005624; -0,223531; -0,223531
0,005646; -0,251872; -0,251872
0,005669; -0,275126; -0,275146
0,005692; -0,292786; -0,292806
0,005714; -0,304525; -0,304525
0,005737; -0,310079; -0,310079
0,005760; -0,309347; -0,309367
0,005782; -0,302348; -0,302368
0,005805; -0,289225; -0,289225
0,005828; -0,270223; -0,270243
0,005850; -0,245768; -0,245748
0,005873; -0,216309; -0,216329
0,005896; -0,182495; -0,182475
0,005918; -0,144979; -0,144999
0,005941; -0,104533; -0,104513
0,005964; -0,061951; -0,061971
0,005986; -0,018168; -0,018168
