Time [s];Amplitude;
0,000000; 0,268119
0,000036; 0,324637
0,000073; 0,158970
0,000109; 0,089478
0,000145; 0,183943
0,000181; 0,036621
0,000218; 0,143799
0,000254; 0,162354
0,000290; 0,101353
0,000327; 0,059501
0,000363; -0,009853
0,000399; -0,099958
0,000435; -0,053118
0,000472; 0,051618
0,000508; -0,100133
0,000544; -0,082520
0,000580; -0,145037
0,000617; -0,063599
0,000653; 0,093750
0,000689; 0,111276
0,000726; 0,229736
0,000762; 0,230294
0,000798; 0,159563
0,000834; 0,155971
0,000871; 0,031738
0,000907; 0,150565
0,000943; 0,067208
0,000980; -0,054095
0,001016; -0,122001
0,001052; -0,287615
0,001088; -0,137521
0,001125; -0,137469
0,001161; -0,069318
0,001197; -0,158360
0,001234; -0,181466
0,001270; -0,150094
0,001306; -0,163086
0,001342; -0,160174
0,001379; -0,074602
0,001415; 0,042759
0,001451; -0,064104
0,001488; 0,002128
0,001524; -0,034389
0,001560; 0,108730
0,001596; 0,114432
0,001633; -0,000854
0,001669; -0,149275
0,001705; -0,170428
0,001741; -0,081560
0,001778; -0,153425
0,001814; -0,013166
0,001850; -0,131557
0,001887; -0,183350
0,001923; -0,106707
0,001959; -0,157000
0,001995; -0,140503
0,002032; -0,215716
0,002068; -0,097482
0,002104; -0,039359
0,002141; -0,088658
0,002177; -0,103254
0,002213; -0,023036
0,002249; -0,075753
0,002286; -0,031930
0,002322; -0,041051
0,002358; 0,011318
0,002395; 0,102958
0,002431; 0,102574
0,002467; 0,039481
0,002503; 0,056937
0,002540; 0,185739
0,002576; 0,135027
0,002612; 0,036708
0,002649; -0,064715
0,002685; -0,010062
0,002721; -0,001099
0,002757; -0,031773
0,002794; 0,013846
0,002830; -0,053816
0,002866; -0,052298
0,002902; 0,034825
0,002939; 0,097133
0,002975; 0,150774
0,003011; 0,062622
0,003048; -0,006696
0,003084; -0,076242
0,003120; -0,148961
0,003156; -0,181414
0,003193; -0,196603
0,003229; -0,244611
0,003265; -0,152082
0,003302; -0,220721
0,003338; -0,244001
0,003374; -0,186628
0,003410; -0,197318
0,003447; -0,184326
0,003483; -0,160854
0,003519; -0,143903
0,003556; -0,127058
0,003592; -0,113822
0,003628; -0,007185
0,003664; 0,010306
0,003701; 0,004150
0,003737; -0,024745
0,003773; 0,088989
0,003810; 0,117083
0,003846; 0,227487
0,003882; 0,507010
0,003918; 0,418178
0,003955; 0,465785
0,003991; 0,533831
0,004027; 0,559902
0,004063; 0,471069
0,004100; 0,509905
0,004136; 0,517508
0,004172; 0,437796
0,004209; 0,473580
0,004245; 0,409441
0,004281; 0,372925
0,004317; 0,457502
0,004354; 0,375820
0,004390; 0,292114
0,004426; -0,086251
0,004463; -0,108695
0,004499; 0,006121
0,004535; -0,044468
0,004571; -0,139457
0,004608; -0,248727
0,004644; -0,299456
0,004680; -0,373657
0,004717; -0,169695
0,004753; -0,130947
0,004789; -0,113246
0,004825; -0,183803
0,004862; -0,220581
0,004898; -0,189366
0,004934; -0,189017
0,004971; -0,206857
0,005007; -0,032000
0,005043; -0,050973
